country,description,points,price,province,region_1,variety
US,"Dried fruit aromas of prune, fig and nearly raisin show on the nose of this red, which is enhanced by savory touches of salt, pepper and leather. There is a pleasant rustic quality to the sip, but a strong bitterness reminiscent of bittersweet chocolate, underripe plum skins and coffee grinds arises midpalate and doesn't dissipate.",85,72,California,Santa Clara Valley,Cabernet Sauvignon
US,"Dried herb aromas are at the fore, along with notes of flowers and red fruit. The palate is full of medium-bodied fruit and savory flavors that bring a lightly tacky lip-smacking feel. It's hard to place it as Grenache exactly but it brings enjoyment all the same.",88,40,Washington,Columbia Valley (WA),Grenache
US,"Dried herb notes intermingle with raspberry, cranberry, moist earth, olive and spice on a wine that has yet to truly reveal itself aromatically. The palate is pillowy soft with elegant red-fruit and smoked-meat flavors that glide on the finish. It's all about delicacy.",91,40,Washington,Snipes Mountain,Grenache
US,"Dried herb, dust and compost provide a dark underbelly in this vineyard-designated varietal wine. It's layered with caramel and toffee notes that are complemented by bright acidity and further freshened by sparks of pomegranate and cassis.",93,125,California,Napa Valley,Cabernet Sauvignon
US,"Dried herb, graphite and cedar form a cast of characters around a big powerful tannin concentration in this appellation wine. A bitter streak of tobacco plays games with sharper, crunchier aspects of cassis and clove.",90,190,California,Spring Mountain District,Cabernet Sauvignon
US,"Dried herb, purple flower, vanilla, baking spice, black licorice and barrel spice aromas lead to ripe dark fruit flavors in this wine. Generous barrel accents run throughout while tannins bring a touch of dryness.",88,35,Washington,Columbia Valley (WA),Merlot
US,"Dried herb, tobacco, plum and woodspice aromas are followed by tart cranberry and cherry flavors that have a lick of dry tannins behind them. There's plenty of interest but this wine needs food to combat the tannins.",85,30,Washington,Columbia Valley (WA),Sangiovese
US,"Dried leaf, cherry, woodspice and medicinal aromas are followed by supple, sweet cherry flavors backed by lightly grainy tannins and a tart lick of acid. It's an intriguing wine that keeps you coming back for more.",90,32,Washington,Columbia Valley (WA),Cabernet Franc
US,"Dried leaf, cherry, woodspice and medicinal aromas are followed by supple, sweet cherry flavors backed by lightly grainy tannins and a tart lick of acid. It's an intriguing wine that keeps you coming back for more.",90,32,Washington,Columbia Valley (WA),Cabernet Franc
US,"Dried lemon peels and a hint of butter-fried apples show on the nose. Strong lemon acidity drives the palate, with a touch of sea salt and stone fruit proving very familiar.",87,30,California,Santa Cruz Mountains,Chardonnay
US,"Dried plum, dried strawberry and dried raspberry meet with cola spice on the fresh if thin nose of this bottling. The palate offers sour plums, peppercorns, damp compost and smoke flavors.",86,17,California,Central Coast,Merlot
US,"Dried savory herbs, stems and smoke are prominent on the nose of this dry Riesling aged three months in neutral French oak. It's an unusually earthy profile, but lends savoriness to flavors of pressed apple and pear on the palate.",85,20,New York,Seneca Lake,Riesling
US,"Dried strawberry and prune juice meet with black spice, dust and roasted meats on the nose of this six-year-old bottling. The palate shows decent depth, from mocha and coffee to tobacco, cedar and caramel, all decorating the core flavors of black-cherry pie and bacon fat.",91,80,California,Temecula Valley,Cabernet Sauvignon
US,"Dried strawberry, cocoa, legume and savory spice notes weave together to comprise the bouquet. Medium in body, this has a soft entrance, but it gains tannic traction on the midpalate. A smoked rosemary flavor lingers on the finish.",85,18,Virginia,Monticello,Cabernet Sauvignon
US,"Drier and more streamlined than many Viogniers out there, with a crisp spine of minerals that undergirds the variety's traditional exotic flavors. Beneath the chalk you'll find savory tastes of apricot jam, blood oranges, mint and vanilla.",88,29,California,Santa Ynez Valley,Viognier
US,"Drink this polished Cabernet now to appreciate its blackberry, currant, herb and cedar flavors. The tannins are astringent, but it shows elegance. It doesn't seem to be a wine for the cellar.",87,42,California,Alexander Valley,Cabernet Sauvignon
US,"Drizzles of honey coat the bounty of sun-kissed tangerines, apples and pears in this lip smackingly sweet Riesling ice wine. Dusty mineral tones and a welcome bite of astringency frame a long, meandering finish.",88,39,New York,Finger Lakes,Riesling
US,"Dry and acidic, this Chardonnay has a herbaceous earthiness, plus flavors of orange and pear.",86,40,California,Napa Valley,Chardonnay
US,"Dry and acidic, this Chardonnay has a herbaceous earthiness, plus flavors of orange and pear.",86,40,California,Napa Valley,Chardonnay
US,"Dry and acidic. If you're looking for a rich, opulent Chardonnay, go elsewhere. This one's citrusy and minerally, in the manner of an elegant Chablis. It offers a useful alternative to the modern, ultraripe, oaky style.",87,28,California,Carmel Valley,Chardonnay
US,"Dry and acidic. If you're looking for a rich, opulent Chardonnay, go elsewhere. This one's citrusy and minerally, in the manner of an elegant Chablis. It offers a useful alternative to the modern, ultraripe, oaky style.",87,28,California,Carmel Valley,Chardonnay
US,"Dry and crisp with acidity, this Sauvignon Blanc, with 3% Sémillon, was fermented in stainless steel but partially aged in neutral oak barrels. The palate shows complex flavors of citrus fruits, Asian pears, lychee, cashews, vanilla, minerals and white pepper, with a touch of honey. The grapes come from all around the valley, including the cooler Oak Knoll district as well as warmer St. Helena. A brilliant example of blending, and easy to find, with 10,000 cases produced.",92,20,California,Napa Valley,Sauvignon Blanc
US,"Dry and crisp, this Chard has flavors of green apples, peaches, yellow apricots and vanilla cream, with little if any oak influence. Acidity perks it up, making the wine clean and vibrant.",86,18,California,Yountville,Chardonnay
US,"Dry and crisp, with peach and citrus flavors and a touch of oak, this wine benefitted from a cool growing season in usually hot Paso Robles. It has the acidity of a true coastal white wine.",84,19,California,Paso Robles,Chardonnay
US,"Dry and crisply detailed, this delicious, bracing Riesling combines refreshing minerality with delicate yet complex fruit flavors of apple, pear and tangerine. It's full-bodied and drinking beautifully, but has the structure to develop over a decade or more. You decide whether to enjoy it now or tuck it away.",93,20,Washington,Columbia Valley (WA),Riesling
US,"Dry and delicate with mixed fresh herbs, melon, green berry, spice and rock—lots of rock. It shows surprising length and develops nicely in the throat, seeming to add flesh as you taste. A really nice bottle.",91,25,Washington,Yakima Valley,Marsanne
US,"Dry and delicious, this lightly colored rosé opens with a compelling waft of rose water and exudes copper-pink color. A refreshingly searing acidity maintains vibrancy from start to finish, accented in grapefruit. This quaff is great on its own or throughout a meal.",90,19,California,Russian River Valley,Zinfandel
US,"Dry and delicious, with sweet oak-inspired flavors of red berries, cola, leather and dusty Indian spices. Could be crisper in acidity, but it's a fine, briary Zinfandel to drink now.",89,22,California,Dry Creek Valley,Zinfandel
US,"Dry and firmly tannic, this Cab has upfront flavors of black currants, plums, mocha and cedary oak. There's some sharpness in the texture that limits ageability, but it's a pretty wine for now.",84,25,California,Santa Ynez Valley,Cabernet Sauvignon
US,"Dry and firmly tannic, this Cab has upfront flavors of black currants, plums, mocha and cedary oak. There's some sharpness in the texture that limits ageability, but it's a pretty wine for now.",84,25,California,Santa Ynez Valley,Cabernet Sauvignon
US,"Dry and fruity, but a little brittle in tannins and acids, this Merlot has red currant, mocha, cinnamon and smoky oak flavors. Drink now.",85,37,California,San Luis Obispo County,Merlot
US,"Dry and gritty, with rugged tannins and lots of acidity. Unfortunately, the fruit just isn't powerful enough to stand up to it, making this Merlot tough to like.",82,10,California,Central Coast,Merlot
US,"Dry and intricate, with Zinny flavors of wild raspberries, nettles, thyme and pepper. Yet there are some overripe notes of raisins that give this dry wine a Porty taste.",87,35,California,Alexander Valley,Zinfandel
US,"Dry and oaky, this Chardonnay offers herb-inflected pineapple and pear flavors.",86,60,California,Napa Valley,Chardonnay
US,"Dry and refreshing with clean, pure notes of white peach, orange blossoms and petrol on the nose and palate, this shows off Riesling's pristine side. A splash of tart, underripe starfruit and fresh limes on the palate combine with a brisk acidity and wet stone minerality, giving this wine an invigorating feel.",87,18,New York,Finger Lakes,Riesling
US,"Dry and refreshing, it's steely in stone fruit and pineapple. The acidity is clean and bright but not so overpowering that the wine won't develop more nuance over time. It balances well between cool-climate minerality, an underpinning of herb and fresh California fruit.",89,20,California,Russian River Valley,Sauvignon Blanc
